PID,Date,Time,IP Address,Port,Username,Scenario,Details
143469,May  1,08:08:37,172.236.228.224,32402,NULL,Connection closed,IP
143471,May  1,08:08:39,172.236.228.224,32418,NULL,Connection closed,IP
153616,May  1,09:30:02,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
180176,May  1,13:02:47,167.94.146.52,54242,NULL,Connection closed,IP
184294,May  1,13:35:32,NULL,NULL,NULL,Connection closed,IP
185830,May  1,13:47:45,NULL,NULL,NULL,banner line contains invalid characters,NULL
187415,May  1,14:00:25,NULL,NULL,NULL,Connection closed,IP
188466,May  1,14:08:56,172.236.228.224,24228,NULL,Connection closed,IP
188468,May  1,14:08:58,172.236.228.224,24232,NULL,Connection closed,IP
188470,May  1,14:08:59,172.236.228.224,24244,NULL,Connection closed,IP
188755,May  1,14:11:11,172.236.228.229,25096,NULL,Connection closed,IP
188757,May  1,14:11:13,172.236.228.229,25098,NULL,Connection closed,IP
188759,May  1,14:11:15,172.236.228.229,25100,NULL,Connection closed,IP
194235,May  1,14:54:58,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
199387,May  1,15:35:57,NULL,NULL,NULL,banner line contains invalid characters,NULL
201480,May  1,15:52:35,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
215383,May  1,17:43:46,NULL,NULL,NULL,banner line contains invalid characters,NULL
215924,May  1,17:48:00,NULL,NULL,NULL,Connection closed,IP
218173,May  1,18:06:03,NULL,NULL,NULL,banner line contains invalid characters,NULL
218185,May  1,18:06:10,NULL,NULL,NULL,client sent invalid protocol identifier,GET http://passport.baidu.com/ HTTP/1.1
218197,May  1,18:06:14,NULL,NULL,NULL,banner line contains invalid characters,NULL
220000,May  1,18:20:33,NULL,NULL,NULL,Connection closed,IP
226464,May  1,19:12:15,NULL,NULL,NULL,banner line contains invalid characters,NULL
226465,May  1,19:12:19,NULL,NULL,NULL,client sent invalid protocol identifier,GET http://passport.baidu.com/ HTTP/1.1
226486,May  1,19:12:28,NULL,NULL,NULL,banner line contains invalid characters,NULL
233510,May  1,20:08:13,45.79.172.21,26398,NULL,Connection closed,IP
233512,May  1,20:08:15,45.79.172.21,26404,NULL,Connection closed,IP
233525,May  1,20:08:16,45.79.172.21,26416,NULL,Connection closed,IP
233696,May  1,20:09:37,172.104.11.46,57766,NULL,Connection closed,IP
233698,May  1,20:09:38,172.104.11.46,57776,NULL,Connection closed,IP
233711,May  1,20:09:39,172.104.11.46,57786,NULL,Connection closed,IP
248584,May  1,22:08:18,NULL,NULL,root,Connection closed,IP
248586,May  1,22:08:20,NULL,NULL,root,Connection closed,IP
248588,May  1,22:08:22,NULL,NULL,root,Connection closed,IP
248601,May  1,22:08:24,NULL,NULL,root,Connection closed,IP
248603,May  1,22:08:26,NULL,NULL,root,Connection closed,IP
248605,May  1,22:08:28,NULL,NULL,root,Connection closed,IP
248617,May  1,22:08:29,NULL,NULL,root,Connection closed,IP
248619,May  1,22:08:31,NULL,NULL,root,Connection closed,IP
248621,May  1,22:08:33,NULL,NULL,root,Connection closed,IP
248632,May  1,22:08:35,NULL,NULL,root,Connection closed,IP
248634,May  1,22:08:37,NULL,NULL,root,Connection closed,IP
248636,May  1,22:08:39,NULL,NULL,root,Connection closed,IP
248649,May  1,22:08:41,NULL,NULL,root,Connection closed,IP
271996,May  2,01:14:48,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
272185,May  2,01:16:20,64.62.197.122,50391,64.62.197.122,Connection closed,invalid user
277140,May  2,01:55:42,NULL,NULL,NULL,banner line contains invalid characters,NULL
277207,May  2,01:56:14,NULL,NULL,NULL,banner line contains invalid characters,NULL
277219,May  2,01:56:19,NULL,NULL,NULL,client sent invalid protocol identifier,GET http://passport.baidu.com/ HTTP/1.1
279307,May  2,02:13:00,NULL,NULL,NULL,Connection reset,IP
279318,May  2,02:13:01,NULL,NULL,NULL,Connection reset,IP
279319,May  2,02:13:04,172.236.228.86,24652,NULL,Connection closed,IP
282636,May  2,02:39:23,NULL,NULL,NULL,Connection closed,IP
283064,May  2,02:42:47,NULL,NULL,NULL,Connection closed,IP
300649,May  2,05:02:52,NULL,NULL,NULL,Connection reset,IP
300650,May  2,05:03:03,NULL,NULL,NULL,Connection closed,IP
300728,May  2,05:03:28,NULL,NULL,NULL,banner line contains invalid characters,NULL
300729,May  2,05:03:31,NULL,NULL,NULL,Connection closed,IP
318521,May  2,07:24:49,NULL,NULL,NULL,Connection closed,IP
320929,May  2,07:43:46,NULL,NULL,NULL,banner line contains invalid characters,NULL
323992,May  2,08:08:17,45.79.181.104,61956,NULL,Connection closed,IP
323994,May  2,08:08:18,45.79.181.104,61966,NULL,Connection closed,IP
323996,May  2,08:08:19,45.79.181.104,61972,NULL,Connection closed,IP
327453,May  2,08:36:15,199.45.154.138,49272,NULL,Connection closed,IP
345000,May  2,10:56:30,NULL,NULL,NULL,Connection closed,IP
347472,May  2,11:16:26,NULL,NULL,NULL,Connection closed,IP
356095,May  2,12:25:24,NULL,NULL,NULL,Connection closed,IP
369196,May  2,14:10:49,172.236.228.224,4348,NULL,Connection closed,IP
369208,May  2,14:10:51,172.236.228.224,37224,NULL,Connection closed,IP
369210,May  2,14:10:53,172.236.228.224,37226,NULL,Connection closed,IP
379694,May  2,15:35:10,NULL,NULL,NULL,Connection closed,IP
382867,May  2,16:00:38,NULL,NULL,NULL,banner line contains invalid characters,NULL
383665,May  2,16:07:04,NULL,NULL,NULL,banner line contains invalid characters,NULL
386253,May  2,16:27:52,NULL,NULL,NULL,Connection closed,IP
386911,May  2,16:33:05,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
392321,May  2,17:16:44,NULL,NULL,NULL,Connection closed,IP
392322,May  2,17:16:58,120.0.52.8,62322,NULL,Connection closed,IP
393367,May  2,17:25:13,185.242.226.20,38352,NULL,Connection closed,IP
395228,May  2,17:40:00,NULL,NULL,NULL,banner line contains invalid characters,NULL
396985,May  2,17:53:54,NULL,NULL,NULL,Connection reset,IP
405038,May  2,18:58:13,NULL,NULL,NULL,Connection reset,IP
412733,May  2,19:58:49,NULL,NULL,NULL,Connection closed,IP
414314,May  2,20:11:33,172.236.228.245,52418,NULL,Connection closed,IP
414316,May  2,20:11:35,172.236.228.245,52716,NULL,Connection closed,IP
414329,May  2,20:11:37,172.236.228.245,52722,NULL,Connection closed,IP
415053,May  2,20:17:20,NULL,NULL,NULL,Connection reset,IP
419894,May  2,20:56:03,NULL,NULL,NULL,Connection closed,IP
428690,May  2,22:06:37,NULL,NULL,NULL,Connection closed,IP
434418,May  2,22:52:19,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
440544,May  2,23:41:26,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
448638,May  3,00:45:43,NULL,NULL,NULL,Connection closed,IP
450099,May  3,00:57:18,NULL,NULL,NULL,Connection closed,IP
450817,May  3,01:03:00,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
450818,May  3,01:03:00,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
451988,May  3,01:12:22,65.49.1.37,61055,65.49.1.37,Connection closed,invalid user
476408,May  3,04:26:34,NULL,NULL,NULL,banner line contains invalid characters,NULL
479554,May  3,04:51:51,NULL,NULL,NULL,Connection closed,IP
479564,May  3,04:51:52,87.236.176.177,36245,NULL,Connection closed,IP
480624,May  3,05:00:31,162.142.125.213,40810,NULL,Connection closed,IP
493183,May  3,06:39:49,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
504448,May  3,08:09:47,192.155.90.220,41234,NULL,Connection closed,IP
504450,May  3,08:09:49,192.155.90.220,41250,NULL,Connection closed,IP
504452,May  3,08:09:50,192.155.90.220,41266,NULL,Connection closed,IP
512712,May  3,09:16:02,NULL,NULL,NULL,Connection closed,IP
512928,May  3,09:17:25,45.156.128.45,60935,NULL,Connection closed,IP
516423,May  3,09:39:44,NULL,NULL,NULL,banner line contains invalid characters,NULL
516473,May  3,09:42:07,NULL,NULL,NULL,NULL,NULL
517034,May  3,09:44:37,NULL,NULL,NULL,Connection closed,IP
521233,May  3,10:18:12,NULL,NULL,NULL,Connection closed,IP
529230,May  3,11:22:25,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
539262,May  3,12:42:30,NULL,NULL,NULL,Connection closed,IP
544492,May  3,13:25:03,NULL,NULL,NULL,banner line contains invalid characters,NULL
544671,May  3,13:25:44,NULL,NULL,NULL,Connection closed,IP
545293,May  3,13:30:42,NULL,NULL,NULL,banner line contains invalid characters,NULL
549683,May  3,14:05:45,NULL,NULL,NULL,Connection closed,IP
550138,May  3,14:09:27,45.79.181.104,27074,NULL,Connection closed,IP
550140,May  3,14:09:29,45.79.181.104,27088,NULL,Connection closed,IP
550153,May  3,14:09:30,45.79.181.104,27104,NULL,Connection closed,IP
553838,May  3,14:38:53,NULL,NULL,NULL,banner line contains invalid characters,NULL
554303,May  3,14:42:42,NULL,NULL,NULL,Connection closed,IP
556743,May  3,15:02:05,NULL,NULL,NULL,banner line contains invalid characters,NULL
564797,May  3,16:06:33,NULL,NULL,NULL,Connection closed,IP
565546,May  3,16:12:46,167.94.146.56,46596,NULL,Connection closed,IP
571435,May  3,16:59:37,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
573764,May  3,17:18:11,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
577337,May  3,17:46:42,NULL,NULL,NULL,Connection closed,IP
578959,May  3,17:59:40,NULL,NULL,NULL,banner line contains invalid characters,NULL
590937,May  3,19:35:18,NULL,NULL,NULL,Connection closed,IP
595303,May  3,20:10:08,172.236.228.224,63776,NULL,Connection closed,IP
595316,May  3,20:10:10,172.236.228.224,63780,NULL,Connection closed,IP
595318,May  3,20:10:12,172.236.228.224,44356,NULL,Connection closed,IP
595516,May  3,20:11:49,172.236.228.208,7470,NULL,Connection closed,IP
595527,May  3,20:11:51,172.236.228.208,22248,NULL,Connection closed,IP
595529,May  3,20:11:54,172.236.228.208,22256,NULL,Connection closed,IP
604526,May  3,21:23:45,NULL,NULL,root,Connection closed,IP
604528,May  3,21:23:47,NULL,NULL,root,Connection closed,IP
604530,May  3,21:23:48,NULL,NULL,root,Connection closed,IP
604543,May  3,21:23:50,NULL,NULL,root,Connection closed,IP
604545,May  3,21:23:51,NULL,NULL,root,Connection closed,IP
604547,May  3,21:23:54,NULL,NULL,root,Connection closed,IP
604560,May  3,21:23:55,NULL,NULL,root,Connection closed,IP
604562,May  3,21:23:56,NULL,NULL,root,Connection closed,IP
604564,May  3,21:23:57,NULL,NULL,root,Connection closed,IP
604566,May  3,21:23:58,NULL,NULL,root,Connection closed,IP
604568,May  3,21:23:59,NULL,NULL,root,Connection closed,IP
604581,May  3,21:24:01,NULL,NULL,root,Connection closed,IP
604583,May  3,21:24:03,NULL,NULL,root,Connection closed,IP
607570,May  3,21:47:50,NULL,NULL,NULL,Connection closed,IP
611140,May  3,22:16:33,39.98.43.234,42704,NULL,Connection closed,IP
614582,May  3,22:43:43,NULL,NULL,NULL,banner line contains invalid characters,NULL
614734,May  3,22:44:45,NULL,NULL,NULL,banner line contains invalid characters,NULL
617681,May  3,23:08:23,64.62.156.160,55047,64.62.156.160,Connection closed,invalid user
2287015,Apr 20,00:12:59,NULL,NULL,NULL,Connection closed,IP
2293623,Apr 20,01:05:29,NULL,NULL,NULL,Connection closed,IP
2308593,Apr 20,03:04:41,NULL,NULL,NULL,Connection closed,IP
2312278,Apr 20,03:33:59,NULL,NULL,NULL,Connection closed,IP
2314399,Apr 20,03:51:24,NULL,NULL,NULL,banner line contains invalid characters,NULL
2319338,Apr 20,04:30:06,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
2325787,Apr 20,05:21:21,NULL,NULL,NULL,banner line contains invalid characters,NULL
2331339,Apr 20,06:05:36,NULL,NULL,NULL,Connection closed,IP
2333207,Apr 20,06:20:03,NULL,NULL,NULL,banner line contains invalid characters,NULL
2341155,Apr 20,07:23:09,NULL,NULL,NULL,Connection closed,IP
2346754,Apr 20,08:07:50,45.79.181.223,37762,NULL,Connection closed,IP
2346765,Apr 20,08:07:51,45.79.181.223,37774,NULL,Connection closed,IP
2346767,Apr 20,08:07:53,45.79.181.223,37784,NULL,Connection closed,IP
2355831,Apr 20,09:20:10,NULL,NULL,NULL,Connection closed,IP
2361868,Apr 20,10:08:26,NULL,NULL,NULL,Connection closed,IP
2363608,Apr 20,10:22:19,NULL,NULL,NULL,Connection closed,IP
2374425,Apr 20,11:42:40,NULL,NULL,NULL,Connection closed,IP
2382651,Apr 20,12:48:30,167.94.138.197,52336,NULL,Connection closed,IP
2392200,Apr 20,14:04:32,NULL,NULL,NULL,banner line contains invalid characters,NULL
2392911,Apr 20,14:10:11,172.104.11.34,45046,NULL,Connection closed,IP
2392913,Apr 20,14:10:13,172.104.11.34,47858,NULL,Connection closed,IP
2392915,Apr 20,14:10:14,172.104.11.34,47874,NULL,Connection closed,IP
2393252,Apr 20,14:12:54,NULL,NULL,NULL,Connection closed,IP
2395289,Apr 20,14:29:06,NULL,NULL,NULL,Connection closed,IP
2405852,Apr 20,15:53:21,NULL,NULL,NULL,Connection closed,IP
2408266,Apr 20,16:12:29,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2417435,Apr 20,17:25:52,NULL,NULL,NULL,banner line contains invalid characters,NULL
2417469,Apr 20,17:26:04,NULL,NULL,NULL,client sent invalid protocol identifier,GET http://passport.baidu.com/ HTTP/1.1
2417481,Apr 20,17:26:14,NULL,NULL,NULL,banner line contains invalid characters,NULL
2422756,Apr 20,18:06:54,NULL,NULL,NULL,Connection closed,IP
2441585,Apr 20,20:08:00,172.105.128.11,26956,NULL,Connection closed,IP
2441598,Apr 20,20:08:01,172.105.128.11,26970,NULL,Connection closed,IP
2441600,Apr 20,20:08:03,172.105.128.11,26980,NULL,Connection closed,IP
2444970,Apr 20,20:34:57,NULL,NULL,NULL,client sent invalid protocol identifier,GET http://passport.baidu.com/ HTTP/1.1
2445017,Apr 20,20:35:21,NULL,NULL,NULL,banner line contains invalid characters,NULL
2445041,Apr 20,20:35:31,NULL,NULL,NULL,banner line contains invalid characters,NULL
2449050,Apr 20,21:07:42,NULL,NULL,NULL,Connection closed,IP
2449051,Apr 20,21:07:57,221.207.35.115,64872,NULL,Connection closed,IP
2449730,Apr 20,21:13:06,NULL,NULL,NULL,Connection closed,IP
2455103,Apr 20,21:55:50,NULL,NULL,NULL,banner line contains invalid characters,NULL
2457625,Apr 20,22:15:56,NULL,NULL,NULL,Connection closed,IP
2461972,Apr 20,22:50:41,NULL,NULL,NULL,Connection closed,IP
2475546,Apr 21,00:38:39,NULL,NULL,NULL,Connection closed,IP
2476342,Apr 21,00:45:00,NULL,NULL,NULL,banner line contains invalid characters,NULL
2477255,Apr 21,00:52:20,65.49.1.207,14111,65.49.1.207,Connection closed,invalid user
2478331,Apr 21,01:00:53,NULL,NULL,NULL,Connection closed,IP
2483148,Apr 21,01:39:16,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
2496044,Apr 21,03:21:43,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2496402,Apr 21,03:24:41,NULL,NULL,NULL,Connection closed,IP
2503235,Apr 21,04:19:15,NULL,NULL,NULL,Connection closed,IP
2509735,Apr 21,05:11:06,NULL,NULL,NULL,banner line contains invalid characters,NULL
2509736,Apr 21,05:11:07,NULL,NULL,NULL,client sent invalid protocol identifier,GET http://passport.baidu.com/ HTTP/1.1
2509792,Apr 21,05:11:32,NULL,NULL,NULL,banner line contains invalid characters,NULL
2514842,Apr 21,05:51:44,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2514843,Apr 21,05:51:44,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2516254,Apr 21,06:02:53,NULL,NULL,NULL,Connection closed,IP
2520336,Apr 21,06:35:01,NULL,NULL,NULL,Connection closed,IP
2521982,Apr 21,06:48:10,NULL,NULL,NULL,Connection closed,IP
2530917,Apr 21,07:59:23,NULL,NULL,NULL,Connection closed,IP
2532181,Apr 21,08:09:30,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2540871,Apr 21,09:18:53,NULL,NULL,NULL,Connection closed,IP
2541167,Apr 21,09:21:17,NULL,NULL,NULL,Connection reset,IP
2541177,Apr 21,09:21:18,111.7.96.151,59166,111.7.96.151,Connection closed,invalid user
2565412,Apr 21,12:36:07,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2565413,Apr 21,12:36:07,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2570787,Apr 21,13:19:22,71.6.232.28,37300,NULL,Connection closed,IP
2571521,Apr 21,13:25:04,NULL,NULL,NULL,banner line contains invalid characters,NULL
2574215,Apr 21,13:46:44,64.227.97.195,56860,NULL,Connection closed,IP
2581026,Apr 21,14:41:12,NULL,NULL,NULL,Connection closed,IP
2582963,Apr 21,14:56:35,NULL,NULL,NULL,banner line contains invalid characters,NULL
2598669,Apr 21,17:02:46,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
2605175,Apr 21,17:54:58,NULL,NULL,NULL,Connection closed,IP
2605922,Apr 21,18:01:13,106.75.210.141,35922,NULL,Connection closed,IP
2607131,Apr 21,18:10:40,NULL,NULL,NULL,Connection closed,IP
2608578,Apr 21,18:22:07,NULL,NULL,NULL,banner line contains invalid characters,NULL
2612870,Apr 21,18:56:33,NULL,NULL,NULL,Connection closed,IP
2616823,Apr 21,19:28:10,NULL,NULL,NULL,Connection closed,IP
2621994,Apr 21,20:09:35,45.79.181.251,18962,NULL,Connection closed,IP
2621996,Apr 21,20:09:36,45.79.181.251,18970,NULL,Connection closed,IP
2632922,Apr 21,21:37:03,NULL,NULL,NULL,banner line contains invalid characters,NULL
2634702,Apr 21,21:51:15,NULL,NULL,NULL,Connection reset,IP
2634930,Apr 21,21:53:04,NULL,NULL,NULL,Connection reset,IP
2635186,Apr 21,21:55:05,NULL,NULL,NULL,Connection reset,IP
2637247,Apr 21,22:11:34,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2639075,Apr 21,22:26:06,NULL,NULL,NULL,Connection reset,IP
2639076,Apr 21,22:26:11,NULL,NULL,NULL,Connection reset,IP
2639088,Apr 21,22:26:13,NULL,NULL,NULL,Connection reset,IP
2639386,Apr 21,22:28:34,NULL,NULL,NULL,Connection reset,IP
2640399,Apr 21,22:36:39,NULL,NULL,NULL,Connection reset,IP
2657081,Apr 22,00:49:04,65.49.1.135,21455,65.49.1.135,Connection closed,invalid user
2663408,Apr 22,01:39:34,NULL,NULL,NULL,Connection closed,IP
2666398,Apr 22,02:03:31,NULL,NULL,NULL,Connection closed,IP
2671035,Apr 22,02:40:29,NULL,NULL,NULL,banner line contains invalid characters,NULL
2675096,Apr 22,03:12:40,NULL,NULL,NULL,Connection closed,IP
2675097,Apr 22,03:12:50,NULL,NULL,NULL,Connection closed,IP
2675140,Apr 22,03:13:04,NULL,NULL,NULL,banner line contains invalid characters,NULL
2675141,Apr 22,03:13:07,NULL,NULL,NULL,Connection closed,IP
2680097,Apr 22,03:52:37,18.97.5.110,42948,18.97.5.110,Connection closed,invalid user
2699587,Apr 22,06:27:56,NULL,NULL,NULL,Connection closed,IP
2707691,Apr 22,07:32:19,NULL,NULL,NULL,Connection closed,IP
2709829,Apr 22,07:49:33,167.94.146.61,37812,NULL,Connection closed,IP
2716337,Apr 22,08:41:33,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2720087,Apr 22,09:11:26,NULL,NULL,NULL,Connection closed,IP
2726937,Apr 22,10:05:34,NULL,NULL,NULL,Connection closed,IP
2731871,Apr 22,10:45:07,NULL,NULL,NULL,banner line contains invalid characters,NULL
2731872,Apr 22,10:45:08,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2731905,Apr 22,10:45:24,101.251.238.174,46366,NULL,Connection closed,IP
2731939,Apr 22,10:45:40,101.251.238.174,59088,NULL,DH GEX group out of range,NULL
2732016,Apr 22,10:46:14,101.251.238.174,60784,NULL,DH GEX group out of range,NULL
2732062,Apr 22,10:46:35,101.251.238.174,45460,NULL,DH GEX group out of range,NULL
2732086,Apr 22,10:46:49,101.251.238.174,44952,NULL,DH GEX group out of range,NULL
2732120,Apr 22,10:47:04,101.251.238.174,59734,NULL,DH GEX group out of range,NULL
2732177,Apr 22,10:47:28,101.251.238.174,41374,NULL,Connection closed,IP
2736737,Apr 22,11:23:55,NULL,NULL,NULL,Connection closed,IP
2744398,Apr 22,12:24:54,NULL,NULL,NULL,Connection closed,IP
2745551,Apr 22,12:34:07,NULL,NULL,NULL,Connection closed,IP
2745615,Apr 22,12:34:39,NULL,NULL,NULL,Connection closed,IP
2745616,Apr 22,12:34:53,154.212.141.144,46730,NULL,Connection closed,IP
2757339,Apr 22,14:08:36,45.79.181.94,13218,NULL,Connection closed,IP
2757341,Apr 22,14:08:38,45.79.181.94,13228,NULL,Connection closed,IP
2757354,Apr 22,14:08:40,45.79.181.94,31786,NULL,Connection closed,IP
2761453,Apr 22,14:41:37,47.106.243.7,53534,47.106.243.7,Connection closed,invalid user
2763240,Apr 22,14:55:52,NULL,NULL,NULL,Connection closed,IP
2763252,Apr 22,14:55:53,185.247.137.226,57319,NULL,Connection closed,IP
2767057,Apr 22,15:26:24,14.63.221.134,28566,14.63.221.134,Connection closed,invalid user
2771356,Apr 22,16:00:34,NULL,NULL,NULL,Connection closed,IP
2771357,Apr 22,16:00:35,92.255.57.55,50952,NULL,Connection closed,IP
2776188,Apr 22,16:38:57,NULL,NULL,NULL,banner line contains invalid characters,NULL
2777791,Apr 22,16:51:34,NULL,NULL,NULL,banner line contains invalid characters,NULL
2780476,Apr 22,17:13:09,NULL,NULL,NULL,banner line contains invalid characters,NULL
2789840,Apr 22,18:27:37,NULL,NULL,NULL,Connection closed,IP
2796245,Apr 22,19:18:49,NULL,NULL,NULL,banner line contains invalid characters,NULL
2796920,Apr 22,19:24:13,NULL,NULL,NULL,banner line contains invalid characters,NULL
2799044,Apr 22,19:41:12,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
2800057,Apr 22,19:49:16,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2802498,Apr 22,20:08:48,NULL,NULL,NULL,Connection closed,IP
2802499,Apr 22,20:08:48,223.113.128.188,50698,NULL,Connection closed,IP
2802512,Apr 22,20:08:49,223.113.128.188,52932,NULL,Connection closed,IP
2816190,Apr 22,21:58:21,NULL,NULL,NULL,banner line contains invalid characters,NULL
2838462,Apr 23,00:55:51,64.226.79.183,24815,NULL,Connection reset,IP
2839939,Apr 23,01:07:46,NULL,NULL,NULL,Connection closed,IP
2840884,Apr 23,01:15:13,NULL,NULL,NULL,Connection closed,IP
2841766,Apr 23,01:22:15,NULL,NULL,NULL,Connection closed,IP
2842074,Apr 23,01:24:43,NULL,NULL,NULL,Connection closed,IP
2843488,Apr 23,01:36:02,NULL,NULL,NULL,client sent invalid protocol identifier,NULL
2844395,Apr 23,01:43:18,64.62.156.137,13423,64.62.156.137,Connection closed,invalid user
2857265,Apr 23,03:25:50,NULL,NULL,NULL,Connection closed,IP
2868094,Apr 23,04:52:18,NULL,NULL,NULL,Connection reset,IP
2868106,Apr 23,04:52:21,123.160.221.135,29650,123.160.221.135,Connection closed,invalid user
2878345,Apr 23,06:13:42,1.192.202.103,50924,NULL,Connection closed,IP
2881732,Apr 23,06:40:36,49.234.53.181,58352,49.234.53.181,Connection closed,invalid user
2884197,Apr 23,07:00:05,NULL,NULL,NULL,Connection closed,IP
2887623,Apr 23,07:27:36,NULL,NULL,NULL,Connection closed,IP
2892863,Apr 23,08:09:32,192.155.90.118,15282,NULL,Connection closed,IP
2892876,Apr 23,08:09:34,192.155.90.118,15286,NULL,Connection closed,IP
2892878,Apr 23,08:09:35,192.155.90.118,15288,NULL,Connection closed,IP
2895147,Apr 23,08:28:01,162.142.125.124,50784,NULL,Connection closed,IP
2903751,Apr 23,09:36:42,NULL,NULL,NULL,banner line contains invalid characters,NULL
2903818,Apr 23,09:37:17,47.92.240.17,48538,NULL,Connection closed,IP
2905031,Apr 23,09:46:59,NULL,NULL,NULL,banner line contains invalid characters,NULL
2905836,Apr 23,09:53:27,NULL,NULL,root,Connection closed,IP
2905838,Apr 23,09:53:29,NULL,NULL,root,Connection closed,IP
2905850,Apr 23,09:53:30,NULL,NULL,root,Connection closed,IP
2905852,Apr 23,09:53:32,NULL,NULL,root,Connection closed,IP
2905854,Apr 23,09:53:34,NULL,NULL,root,Connection closed,IP
2905857,Apr 23,09:53:36,NULL,NULL,root,Connection closed,IP
2905860,Apr 23,09:53:37,NULL,NULL,root,Connection closed,IP
2905862,Apr 23,09:53:39,NULL,NULL,root,Connection closed,IP
2905874,Apr 23,09:53:41,NULL,NULL,root,Connection closed,IP
2905876,Apr 23,09:53:42,NULL,NULL,root,Connection closed,IP
2905878,Apr 23,09:53:44,NULL,NULL,root,Connection closed,IP
2905890,Apr 23,09:53:45,NULL,NULL,root,Connection closed,IP
2905892,Apr 23,09:53:47,NULL,NULL,root,Connection closed,IP
2907430,Apr 23,10:06:11,NULL,NULL,NULL,Connection reset,IP
2907961,Apr 23,10:10:21,NULL,NULL,NULL,banner line contains invalid characters,NULL
2908189,Apr 23,10:12:15,NULL,NULL,NULL,banner line contains invalid characters,NULL
2908188,Apr 23,10:12:15,NULL,NULL,NULL,Connection closed,IP
2914893,Apr 23,11:05:26,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
2917575,Apr 23,11:26:55,NULL,NULL,NULL,Connection closed,IP
2923933,Apr 23,12:17:33,NULL,NULL,NULL,Connection closed,IP
2924870,Apr 23,12:25:02,NULL,NULL,NULL,Connection closed,IP
2931753,Apr 23,13:20:01,NULL,NULL,NULL,Connection closed,IP
2937238,Apr 23,14:03:22,NULL,NULL,NULL,Connection closed,IP
2942649,Apr 23,14:46:43,191.96.208.154,23605,NULL,Connection closed,IP
2950888,Apr 23,15:52:49,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2953642,Apr 23,16:14:52,NULL,NULL,NULL,Connection closed,IP
2956680,Apr 23,16:39:16,NULL,NULL,NULL,banner line contains invalid characters,NULL
2957338,Apr 23,16:44:30,NULL,NULL,NULL,banner line contains invalid characters,NULL
2973772,Apr 23,18:55:53,NULL,NULL,NULL,Connection reset,IP
2982636,Apr 23,20:06:10,125.44.183.10,35632,NULL,Connection reset,IP
3022847,Apr 24,01:26:55,64.62.156.24,3933,64.62.156.24,Connection closed,invalid user
3026712,Apr 24,01:57:41,NULL,NULL,NULL,Connection closed,IP
3032173,Apr 24,02:41:07,94.102.49.193,59642,NULL,Connection closed,IP
3032175,Apr 24,02:41:11,94.102.49.193,60756,NULL,Connection closed,IP
3035216,Apr 24,03:05:17,NULL,NULL,NULL,Connection reset,IP
3035217,Apr 24,03:05:27,NULL,NULL,NULL,Connection closed,IP
3035401,Apr 24,03:06:46,NULL,NULL,NULL,banner line contains invalid characters,NULL
3035402,Apr 24,03:06:50,NULL,NULL,NULL,Connection closed,IP
3041178,Apr 24,03:52:50,NULL,NULL,NULL,client sent invalid protocol identifier,NULL
3041884,Apr 24,03:58:27,NULL,NULL,NULL,banner line contains invalid characters,NULL
